DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,0.0,0.0,0.0,27.004763700000005,25.0607889,0.0
2020-05-15 00:15:00,0.0,0.0,0.0,26.880811433333328,24.421868833333328,0.0
2020-05-15 00:30:00,0.0,0.0,0.0,26.682055344827592,24.427290310344823,0.0
2020-05-15 00:45:00,0.0,0.0,0.0,26.500588900000004,24.4206776,0.0
2020-05-15 01:00:00,0.0,0.0,0.0,26.596148,25.088210413793107,0.0
2020-05-15 01:15:00,0.0,0.0,0.0,26.512740033333333,25.31796966666667,0.0
2020-05-15 01:30:00,0.0,0.0,0.0,26.494338966666664,25.217192533333336,0.0
2020-05-15 01:45:00,0.0,0.0,0.0,26.420410206896552,25.065062310344832,0.0
2020-05-15 02:00:00,0.0,0.0,0.0,26.401946133333333,24.691469366666656,0.0
2020-05-15 02:15:00,0.0,0.0,0.0,26.226078206896556,24.55948079310345,0.0
2020-05-15 02:30:00,0.0,0.0,0.0,26.2603992,24.482406633333337,0.0
2020-05-15 02:45:00,0.0,0.0,0.0,26.2978261,24.4886982,0.0
2020-05-15 03:00:00,0.0,0.0,0.0,26.328249103448275,24.50628962068966,0.0
2020-05-15 03:15:00,0.0,0.0,0.0,26.15870973333333,24.595197433333333,0.0
2020-05-15 03:30:00,0.0,0.0,0.0,26.078499333333333,24.801314366666663,0.0
2020-05-15 03:45:00,0.0,0.0,0.0,26.00130396551724,24.60781744827586,0.0
2020-05-15 04:00:00,0.0,0.0,0.0,25.6972106,24.626179,0.0
2020-05-15 04:15:00,0.0,0.0,0.0,25.6277024137931,24.773145068965515,0.0
2020-05-15 04:30:00,0.0,0.0,0.0,25.482045785714284,24.796690750000003,0.0
2020-05-15 04:45:00,0.0,0.0,0.0,25.23093168965517,24.43690427586207,0.0
2020-05-15 05:00:00,0.0,0.0,0.0,25.1175986,24.104579633333337,0.0
2020-05-15 05:15:00,0.0,0.0,0.0,25.0918621,23.897232,0.0
2020-05-15 05:30:00,0.0,0.0,0.0,24.916967827586213,23.83947131034483,0.0
2020-05-15 05:45:00,795.64880953,76.791666668,0.0,24.741273799999995,23.7866618,0.002838054505
2020-05-15 06:00:00,5709.6011903,551.54761905,55.833333334,24.74278656666667,24.07722983333333,0.0129619781466666
2020-05-15 06:15:00,14554.0297618,1410.56071429,302.583333331,24.76391089655172,24.356189448275863,0.0210376687241379
2020-05-15 06:30:00,27491.142858,2679.3964284999997,776.45238094,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,40238.110716,3942.5264287,1641.30357142,25.04824510344827,25.746662,0.1034958783448276
2020-05-15 07:00:00,44273.440473,4340.0297619,2660.5654761,25.6732025,28.67470703333333,0.1994504836666666
2020-05-15 07:15:00,43742.184523,4288.0154762,3756.4107144,26.076818,30.72550493103449,0.317665025862069
2020-05-15 07:30:00,44326.285714,4345.3714285,4801.1071429,26.424239066666665,32.206803566666665,0.3829133633333333
2020-05-15 07:45:00,63146.035715,6199.1749998,6055.6964287,27.12028751724138,34.59156220689654,0.4482866631034482
2020-05-15 08:00:00,97955.996428,9611.893214400001,8046.6357144,27.678970266666667,35.705856366666666,0.4550275753333332
2020-05-15 08:15:00,111195.940473,10904.3779761,10713.4702381,27.953492333333333,36.78689773333334,0.509315263
2020-05-15 08:30:00,95689.696428,9391.4749999,13068.5714286,28.526214655172414,38.617749482758605,0.5709116793103447
2020-05-15 08:45:00,159304.964286,15596.9375,16325.875,29.319021466666655,40.738035900000014,0.6253999813333333
2020-05-15 09:00:00,108012.982143,10591.282143,19756.875,29.572043620689648,41.47150403448277,0.6542055951724136
2020-05-15 09:15:00,77083.517856,7566.4089287,21799.5357138,30.09140723333333,43.4653736,0.7024373413333334
2020-05-15 09:30:00,151661.553572,14844.7107142,24364.6666664,30.638658379310343,44.1451964137931,0.7566826427586206
2020-05-15 09:45:00,177975.999998,17404.5482141,28898.94643,31.375120033333328,45.71952399999999,0.799745994
2020-05-15 10:00:00,160934.874999,15747.8517858,32625.7857144,31.89209383333333,46.13117390000001,0.828095938
2020-05-15 10:15:00,131870.314286,12918.0471431,36424.35357,32.43747986206897,47.143508275862075,0.8748338506896551
2020-05-15 10:30:00,116181.714286,11389.1735713,39507.489285999996,33.07413526666666,48.6802898,0.9080560733333332
2020-05-15 10:45:00,183958.749997,17982.9860699,43033.757146,33.19247010344828,50.249560172413794,0.943352708275862
2020-05-15 11:00:00,163710.0119,16014.674405,47315.708332,33.46205666666668,51.61099133333334,0.9579001053333333
2020-05-15 11:15:00,158471.232143,15504.7803572,51355.392857,34.2517951724138,54.89430189655173,0.9704477541379308
2020-05-15 11:30:00,168885.499998,16519.7321428,54969.767856,34.651454666666666,56.08395293333334,0.987932009
2020-05-15 11:45:00,154570.374999,15129.0065475,59264.321429,35.15152596551724,55.593795275862064,0.9533445175862068
2020-05-15 12:00:00,205871.202391,20117.6732136,63559.571429,35.16610503333333,57.4882405,0.9469201943333332
2020-05-15 12:15:00,198170.428581,19369.3214278,68691.696429,36.37757096551724,57.58858162068966,0.977187623448276
2020-05-15 12:30:00,206550.434522,20191.4119053,73435.160715,35.96635756666666,58.8881528,0.9562375366666666
2020-05-15 12:45:00,138805.857143,13594.6464285,77564.589285,35.992946499999995,57.72948603333334,0.9790904166666669
2020-05-15 13:00:00,147258.125002,14423.5196429,81179.678572,36.45858144827585,60.389376793103445,0.9264382120689656
2020-05-15 13:15:00,173274.464286,16961.4642856,85092.089286,36.93956406666666,56.85950403333334,0.904246814
2020-05-15 13:30:00,171410.892855,16779.6375004,89243.982145,36.89079344827587,57.14867327586207,0.8954739062068966
2020-05-15 13:45:00,217674.982152,21283.3160709,93925.910714,36.614378066666674,52.980611200000006,0.8660270623333334
2020-05-15 14:00:00,256090.58929,24992.953572,99717.678573,36.84276606896551,54.810004896551725,0.8379443868965518
2020-05-15 14:15:00,152862.003572,14957.7889284,105138.417856,37.3528292,53.53894659999999,0.8261285799999998
2020-05-15 14:30:00,160183.601191,15670.391071600001,108633.845239,37.268465866666666,51.3589315,0.6810660216666665
2020-05-15 14:45:00,131785.178571,12913.3678572,112324.678571,37.21659834482757,49.36587620689655,0.68664654
2020-05-15 15:00:00,142787.196428,13985.4678571,115689.517856,37.115580266666655,50.190043166666655,0.6538071269999998
2020-05-15 15:15:00,162948.553572,15952.9267856,119479.434524,37.08661827586207,48.28441227586208,0.6051379079310345
2020-05-15 15:30:00,113453.339286,11120.3285713,122563.041667,36.626162833333325,45.371701266666655,0.4486365886666666
2020-05-15 15:45:00,108875.732142,10679.5375,125614.982143,36.75573503333335,44.97519003333333,0.5056144153333334
2020-05-15 16:00:00,100237.982143,9836.1803572,127982.285714,36.754657551724144,45.037737517241375,0.4504635889655172
2020-05-15 16:15:00,103756.303571,10179.3517856,130568.607142,36.599552466666665,41.94711026666667,0.3271433133333333
2020-05-15 16:30:00,80204.000001,7880.2095239,132849.14881,36.25738223333334,40.564846766666655,0.2918783699999999
2020-05-15 16:45:00,52580.410714,5158.0660714000005,134479.446427,36.28795296551724,40.679581068965526,0.3002540158620689
2020-05-15 17:00:00,49662.660716,4869.6107143,135742.821429,36.00283696666666,39.219846633333326,0.203801124
2020-05-15 17:15:00,28554.833333,2785.4791667,136569.375,35.6273375862069,37.1342668275862,0.1339985576206896
2020-05-15 17:30:00,12756.75,1235.93035715,137078.857143,35.20957449999999,35.67895299999999,0.0668117974
2020-05-15 17:45:00,6946.0714286,671.09821429,137329.589286,34.73165155172415,34.005620655172415,0.0281551489655172
2020-05-15 18:00:00,2608.89642851,251.767857145,137440.464287,34.36776166666667,33.148010066666664,0.0178952295833333
2020-05-15 18:15:00,188.75,18.2125,137470.0,33.98528399999999,32.47362655172414,0.010471804437931
2020-05-15 18:30:00,0.0,0.0,137473.0,33.545849633333326,31.703619466666662,0.0026849175524666
2020-05-15 18:45:00,0.0,0.0,136726.0,33.09357417241378,31.061414,0.0
2020-05-15 19:00:00,0.0,0.0,138024.0,32.57998866666667,30.368819166666665,0.0
2020-05-15 19:15:00,0.0,0.0,137113.0,32.106470551724136,29.570269413793103,0.0
2020-05-15 19:30:00,0.0,0.0,137501.0,31.78520906666667,29.3748617,0.0
2020-05-15 19:45:00,0.0,0.0,137625.0,31.505344758620687,28.926431620689655,0.0
2020-05-15 20:00:00,0.0,0.0,118293.0,31.4473155,28.39059036666666,0.0
2020-05-15 20:15:00,0.0,0.0,87463.0,30.79767863333333,27.45114633333333,0.0
2020-05-15 20:30:00,0.0,0.0,87463.0,30.55072879310345,27.475042827586208,0.0
2020-05-15 20:45:00,0.0,0.0,87463.0,31.04741058620689,29.370689551724137,0.0001204262175862
2020-05-15 21:00:00,0.0,0.0,87463.0,30.0076782,29.1692108,0.0
2020-05-15 21:15:00,0.0,0.0,87463.0,28.979583733333328,28.141885233333333,0.0
2020-05-15 21:30:00,0.0,0.0,87463.0,28.4271094137931,27.413927793103444,0.0
2020-05-15 21:45:00,0.0,0.0,87463.0,28.300552466666662,27.0304251,0.0
2020-05-15 22:00:00,0.0,0.0,81709.0,28.32985817241379,26.92777213793104,0.0
2020-05-15 22:15:00,0.0,0.0,0.0,28.324165,26.87666233333333,0.0
2020-05-15 22:30:00,0.0,0.0,0.0,28.22888173333333,26.848583,0.0
2020-05-15 22:45:00,0.0,0.0,0.0,28.145526758620687,26.78983489655172,0.0
2020-05-15 23:00:00,0.0,0.0,0.0,27.70949446428571,26.52979492857143,0.0
2020-05-15 23:30:00,0.0,0.0,0.0,26.95176844444444,25.081197222222222,0.0
